address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
13674 W State Road 84,Diner,Fort Lauderdale,US,us/plantation/fortlauderdale/13674wstateroad84/-1724650994,26.11706487,-80.33117294,6.95,6.95,USD,2015-11-29T18:30:24Z,,Pizza Burger,Ally's Comfort Cafe,33325,USD,0,25,Plantation
2844 Hudson St,American Restaurant,Baltimore,US,us/md/baltimore/2844hudsonst/109210776,39.28234924,-76.57568604,12,12,USD,2015-11-25T18:21:34Z,"Blue cheese, hot sauce, rod onion, grilled chicken",Buffalo Chicken Pizza,Saute,21224,USD,25,40,MD
10500 10534 S Ridgeland Ave,Pizza Place,Chicago Ridge,US,us/il/chicagoridge/1050010534sridgelandave/-628593384,41.70129061,-87.77907887,9.5,9.5,USD,2016-03-25T03:11:26Z,,Cheese Pan Pizza,Nick's Pizza,60415,,0,0,IL
10500 10534 S Ridgeland Ave,Pizza Place,Chicago Ridge,US,us/il/chicagoridge/1050010534sridgelandave/-628593384,41.70129061,-87.77907887,11.5,11.5,USD,2016-03-25T03:11:26Z,,Deep Dish Cheese Pizza,Nick's Pizza,60415,,0,0,IL
10500 10534 S Ridgeland Ave,Pizza Place,Chicago Ridge,US,us/il/chicagoridge/1050010534sridgelandave/-628593384,41.70129061,-87.77907887,12.5,12.5,USD,2016-03-25T03:11:26Z,,Stuffed Cheese Pizza,Nick's Pizza,60415,,0,0,IL
10500 10534 S Ridgeland Ave,Pizza Place,Chicago Ridge,US,us/il/chicagoridge/1050010534sridgelandave/-628593384,41.70129061,-87.77907887,7.49,7.49,USD,2016-03-25T03:11:26Z,,Thin Crust Cheese Pizza,Nick's Pizza,60415,,0,0,IL
194 Buckland Hills Dr,Restaurant,Manchester,US,us/ct/manchester/194bucklandhillsdr/421592282,41.80686,-72.54589,10.99,10.99,USD,2016-07-08T22:27:59Z,BBQ chicken marinated in a smoky hickory BBQ sauce topped with caramelized onions and mozzarella cheese.,Bbq Chicken Pizza,Bertucci's,6042,,0,0,CT
194 Buckland Hills Dr,Restaurant,Manchester,US,us/ct/manchester/194bucklandhillsdr/421592282,41.80686,-72.54589,8.49,8.49,USD,2016-07-08T22:27:59Z,Grilled chicken tossed with buffalo sauce. Topped with Romano and Mozzarella cheese and drizzled with blue cheese dressing.,Buffalo Chicken Flatbread Pizza,Bertucci's,6042,,0,0,CT
194 Buckland Hills Dr,Restaurant,Manchester,US,us/ct/manchester/194bucklandhillsdr/421592282,41.80686,-72.54589,5,5,USD,2016-07-08T22:27:59Z,,Cheese Party Pizza,Bertucci's,6042,,0,0,CT
194 Buckland Hills Dr,Restaurant,Manchester,US,us/ct/manchester/194bucklandhillsdr/421592282,41.80686,-72.54589,10.29,10.29,USD,2016-07-08T22:27:59Z,,Cheese Pizza,Bertucci's,6042,,0,0,CT
6240 S Main Saint L115 (behind Mcalisteraposs Deli),Restaurant,Aurora,US,us/co/aurora/6240smainsaintl115behindmcalisterapossdeli/1220763349,39.603241,-104.708548,15,15,USD,2016-04-24T00:00:00Z,,Pepperoni Pizza,Wine Experience Cafe and World Cellar,80016,USD,31,50,CO
8915 159th St,Pizza Place,Tinley Park,US,us/il/tinleypark/8915159thst/1668507363,41.601646,-87.83605,11.25,11.25,USD,2016-03-31T02:41:49Z,,Cheese Pizza,Barraco's Pizza,60487,,0,0,IL
8915 159th St,Pizza Place,Tinley Park,US,us/il/tinleypark/8915159thst/1668507363,41.601646,-87.83605,2.95,2.95,USD,2016-03-31T02:41:49Z,Extra ingredients add 0.50 each,Pizza Bread,Barraco's Pizza,60487,,0,0,IL
8915 159th St,Pizza Place,Tinley Park,US,us/il/tinleypark/8915159thst/1668507363,41.601646,-87.83605,8.5,8.5,USD,2016-03-31T02:41:49Z,"8 oz. red sauce, mozzarella cheese, sweet peppers",Steak Pizzaola,Barraco's Pizza,60487,,0,0,IL
7840 Wyoming St,Pizza Place,Dearborn,US,us/mi/dearborn/7840wyomingst/-1972355886,42.35040491,-83.15706662,8.99,8.99,USD,2016-04-02T05:33:59Z,,Blt Pizza,Cottage Inn Pizza,48126,,0,0,MI
7840 Wyoming St,Pizza Place,Dearborn,US,us/mi/dearborn/7840wyomingst/-1972355886,42.35040491,-83.15706662,10.99,10.99,USD,2016-04-02T05:33:59Z,,Pizza of The Week,Cottage Inn Pizza,48126,,0,0,MI
100 S Main St,Italian Restaurant,Sayville,US,us/fireislandpines/sayville/100smainst/-1179286597,40.735908,-73.08076036,11,11,USD,2016-10-29T16:12:26Z,,Grilled Pizza of The Day,Butera's Restaurant of Sayville,11782,,0,0,Fire Island Pines
100 S Main St,Italian Restaurant,Sayville,US,us/fireislandpines/sayville/100smainst/-1179286597,40.735908,-73.08076036,44,44,USD,2016-10-29T16:12:26Z,Sliced sirloin steak with pepper and onions in a tomato garlic wine sauce,Sirloin Steak Pizzaiola,Butera's Restaurant of Sayville,11782,,0,0,Fire Island Pines
5301 Grove Rd,American Restaurant,Pittsburgh,US,us/westmifflin/pittsburgh/5301groverd/-599687688,40.35805609,-80.00173351,3.99,3.99,USD,2016-07-06T20:02:10Z,,French Bread Pizza,Frisch's,15236,USD,50,55,West Mifflin
5301 Grove Rd,American Restaurant,Pittsburgh,US,us/westmifflin/pittsburgh/5301groverd/-599687688,40.35805609,-80.00173351,3.99,3.99,USD,2016-07-06T20:02:10Z,,Pizza Bagel,Frisch's,15236,USD,50,55,West Mifflin
5301 Grove Rd,American Restaurant,Pittsburgh,US,us/westmifflin/pittsburgh/5301groverd/-599687688,40.35805609,-80.00173351,7.99,7.99,USD,2016-07-06T20:02:10Z,With 2 toppings,Pizza Calzones,Frisch's,15236,USD,50,55,West Mifflin
1070 Palm Coast Pkwy Nw,American Restaurants,Palm Coast,US,us/fl/palmcoast/1070palmcoastpkwynw/1832542563,29.553562,-81.22315,13.99,13.99,USD,2016-04-05T02:54:14Z,,Bianca Pizza (no Sauce),Joe's New York Pizza Pasta,32137,,0,0,FL
1070 Palm Coast Pkwy Nw,American Restaurants,Palm Coast,US,us/fl/palmcoast/1070palmcoastpkwynw/1832542563,29.553562,-81.22315,1.5,1.5,USD,2016-04-05T02:54:14Z,,Creat Your Own Pizza,Joe's New York Pizza Pasta,32137,,0,0,FL
1070 Palm Coast Pkwy Nw,American Restaurants,Palm Coast,US,us/fl/palmcoast/1070palmcoastpkwynw/1832542563,29.553562,-81.22315,6.99,6.99,USD,2016-04-05T02:54:14Z,,Pizza Roll,Joe's New York Pizza Pasta,32137,,0,0,FL
200 Dyckman St,Fried Chicken Joint Inwood,New York,US,us/manhattan/newyork/200dyckmanst/-447110672,40.864779,-73.927187,1,1,USD,2016-05-21T01:44:32Z,,Pizza Role,Crown Fried Chicken,10040,USD,0,25,Manhattan
1601 Collins Ave,Restaurant,Miami Beach,US,us/venetianislands/miamibeach/1601collinsave/1791708627,25.789053,-80.130118,19,19,USD,2016-08-20T00:00:00Z,"eggs, bacon, spinach, fingerling potatoes, mozzarella, sausage",Breakfast Pizza,Preston's Market At Loews Miami Beach Hotel,33139,USD,0,30,Venetian Islands
1601 Collins Ave,Restaurant,Miami Beach,US,us/venetianislands/miamibeach/1601collinsave/1791708627,25.789053,-80.130118,19,19,USD,2016-08-20T00:00:00Z,,Italian Sausage Pizza,Preston's Market At Loews Miami Beach Hotel,33139,USD,0,30,Venetian Islands
841 Old Winston Rd,Southern / Soul Food Restaurant,Kernersville,US,us/matthewstown/kernersville/841oldwinstonrd/-2070726302,36.11223333,-80.09080399,9,9,USD,2016-06-20T17:25:10Z,,Buffalo Chicken Pizza,J. Peppers Southern Grille,27284,USD,0,25,Matthewstown
841 Old Winston Rd,Southern / Soul Food Restaurant,Kernersville,US,us/matthewstown/kernersville/841oldwinstonrd/-2070726302,36.11223333,-80.09080399,4,4,USD,2016-06-20T17:25:10Z,,Cheese Pizza,J. Peppers Southern Grille,27284,USD,0,25,Matthewstown
841 Old Winston Rd,Southern / Soul Food Restaurant,Kernersville,US,us/matthewstown/kernersville/841oldwinstonrd/-2070726302,36.11223333,-80.09080399,9,9,USD,2016-06-20T17:25:10Z,,Roma Tomatro Basil Pizza,J. Peppers Southern Grille,27284,USD,0,25,Matthewstown
24 Manorhaven Blvd,Italian Restaurant,Port Washington,US,us/baxterestates/portwashington/24manorhavenblvd/-1320556918,40.84218532,-73.70950493,21,21,USD,2016-06-20T15:28:38Z,,Special Neapolitan Pizza,Pepe Rosso 24,11050,USD,25,40,Baxter Estates
24 Manorhaven Blvd,Italian Restaurant,Port Washington,US,us/baxterestates/portwashington/24manorhavenblvd/-1320556918,40.84218532,-73.70950493,23,23,USD,2016-06-20T15:28:38Z,,Special Sicilian Pizza,Pepe Rosso 24,11050,USD,25,40,Baxter Estates
3975 State Highway 6 S,Italian Restaurant,College Station,US,us/tx/collegestation/3975statehighway6s/-1211067791,30.586124,-96.28402,13,13,USD,2016-07-21T13:03:05Z,,Pizza,Luigi's Patio Ristorante,77845,USD,50,55,TX
361 W Main St,Restaurants,Plymouth,US,us/pa/plymouth/361wmainst/320424508,41.2388,-75.9525,7.99,7.99,USD,2016-04-05T03:14:42Z,,Sicilian Pizza,Uncle Buck's BBQ,18651,,0,0,PA
361 W Main St,Restaurants,Plymouth,US,us/pa/plymouth/361wmainst/320424508,41.2388,-75.9525,12.99,12.99,USD,2016-04-05T03:14:42Z,For all you cheese lovers.,White Pizza,Uncle Buck's BBQ,18651,,0,0,PA
SE Indian St,Italian Restaurant,Stuart,US,us/fl/stuart/seindianst/-2145756091,27.15995607,-80.24148524,19.95,19.95,USD,"2016-03-21T00:17:30Z,2015-10-24T00:02:20Z",,Veggie Pizza,Casa Giuseppe's Italian Grill,34997,USD,50,55,FL
201 W Market St,Coffee and Espresso Restaurants,Baltimore,US,us/oh/baltimore/201wmarketst/886826009,39.84525,-82.60276,5.45,5.45,USD,2016-04-05T03:00:56Z,,Veggie Pizza Wrap,Rosewood Cafe,43105,,0,0,OH
286 Us Highway 46,Italian Restaurant,Fairfield,US,us/nj/fairfield/286ushighway46/-1867210793,40.877805,-74.297056,8.99,8.99,USD,2016-07-06T20:14:51Z,,Gnocchi Bella Pizza,Bella Piazza,7004,USD,50,55,NJ
286 Us Highway 46,Italian Restaurant,Fairfield,US,us/nj/fairfield/286ushighway46/-1867210793,40.877805,-74.297056,9.99,9.99,USD,2016-07-06T20:14:51Z,,Insalata Bella Pizza,Bella Piazza,7004,USD,50,55,NJ
20 Market St,Café,Lockport,US,us/ny/lockport/20marketst/1650293569,43.171102,-78.689865,6.25,6.25,USD,"2016-04-03T01:48:08Z,2016-04-01T06:47:36Z",,Pizza Hogie,Cousins Cafe,14094,,0,0,NY
1370 Dixwell Ave,Pizza Place,Hamden,US,us/ct/hamden/1370dixwellave/1240927448,41.35037,-72.93177,9.5,9.5,USD,"2016-04-04T05:11:16Z,2017-01-13T18:05:45Z",,H.l.d. Pizza,Paesano's Pizza,6514,,0,0,CT
1370 Dixwell Ave,Pizza Place,Hamden,US,us/ct/hamden/1370dixwellave/1240927448,41.35037,-72.93177,23.5,23.5,USD,"2016-04-04T05:11:16Z,2017-01-13T18:05:45Z","Ham, pineapple, mozzarella.",Hawaiian Pizza,Paesano's Pizza,6514,,0,0,CT
904,Pizza Place,Binghamton,US,us/choconutcenter/binghamton/904/-1820415783,42.13666,-75.90507,4.39,4.39,USD,2016-05-15T06:22:02Z,,Pizza Boat,Original Italian Pizza,13905,,0,0,Choconut Center
986 Route 9 S,Japanese Restaurant,Parlin,US,us/nj/parlin/986route9s/-319270218,40.45759301,-74.29607391,12.99,12.99,USD,2016-03-29T04:56:27Z,,Tuna Pizza,Arirang Hibachi Steakhouse,8859,USD,25,40,NJ
425 OK-152,wich Place,Mustang,US,us/ok/mustang/425ok152/-1103754256,35.39174386,-97.71733761,3.79,3.79,USD,"2016-04-03T01:41:25Z,2015-10-19T15:02:29Z",Four mini French bread cheese pizzas.,Kid Pizza Bites,City Bites,73064,USD,0,25,OK
2000 E Rio Salado Pkwy,Restaurant,Tempe,US,us/az/tempe/2000eriosaladopkwy/703949313,33.43374,-111.901381,4.95,4.95,USD,2016-04-24T00:00:00Z,"Liguria Italian pepperoni, roma pear tomato sauce and four cheese blend",Italian Pepperoni Four Cheese Pizza,Thirsty Lion Gastropub & Grill – Tempe,85281,USD,0,30,AZ
2000 E Rio Salado Pkwy,Restaurant,Tempe,US,us/az/tempe/2000eriosaladopkwy/703949313,33.43374,-111.901381,14.95,14.95,USD,2016-04-24T00:00:00Z,"Roma and cherry tomatoes, roasted garlic, extra virgin olive oil, basil, fresh mozzarella and four cheese blend",Margherita Pizza,Thirsty Lion Gastropub & Grill – Tempe,85281,USD,0,30,AZ
2000 E Rio Salado Pkwy,Restaurant,Tempe,US,us/az/tempe/2000eriosaladopkwy/703949313,33.43374,-111.901381,14.95,14.95,USD,2016-04-24T00:00:00Z,"Grilled chicken breast, Newcastle BBQ sauce, red onion, cilantro, fontina, smoked mozzarella and provolone",Newcastle Bbq Chicken Pizza,Thirsty Lion Gastropub & Grill – Tempe,85281,USD,0,30,AZ
2000 E Rio Salado Pkwy,Restaurant,Tempe,US,us/az/tempe/2000eriosaladopkwy/703949313,33.43374,-111.901381,15.95,15.95,USD,2016-04-24T00:00:00Z,"combination of cured Italian meats, roma pear tomato sauce and four cheese blend","Pepperoni, Spicy Sausage Prosciutto Pizza",Thirsty Lion Gastropub & Grill – Tempe,85281,USD,0,30,AZ
2000 E Rio Salado Pkwy,Restaurant,Tempe,US,us/az/tempe/2000eriosaladopkwy/703949313,33.43374,-111.901381,15.95,15.95,USD,2016-04-24T00:00:00Z,"Toscano salami, sopressata, spicy sausage, pepperoncini, red peppers, Roma tomato sauce and four cheese blend",Toscano Italian Pizza,Thirsty Lion Gastropub & Grill – Tempe,85281,USD,0,30,AZ
11011 W Charleston Blvd,Restaurant,Las Vegas,US,us/nv/lasvegas/11011wcharlestonblvd/1246168572,36.155132,-115.334815,9,9,USD,2016-08-21T00:00:00Z,,Build Your Own Pizza,"Hearthstone Kitchen & Cellar - Red Rock Casino, Resort & Spa",89135,USD,31,50,NV
2080 Valleydale Rd,American Restaurant,Birmingham,US,us/riverchase/birmingham/2080valleydalerd/157859330,33.35131,-86.78414,14,14,USD,2017-02-23T18:03:43Z,"Blackened chicken, andouille sausage, roasted red peppers, Provolone and mozzarella1",Cajun Pizza,Ragtime Cafe,35244,USD,25,40,Riverchase
2080 Valleydale Rd,American Restaurant,Birmingham,US,us/riverchase/birmingham/2080valleydalerd/157859330,33.35131,-86.78414,14,14,USD,2017-02-23T18:03:43Z,"Pepperoni, mushrooms, onion, Parmesan and mozzarella",Sicilian Pizza,Ragtime Cafe,35244,USD,25,40,Riverchase
2080 Valleydale Rd,American Restaurant,Birmingham,US,us/riverchase/birmingham/2080valleydalerd/157859330,33.35131,-86.78414,14,14,USD,2017-02-23T18:03:43Z,"Mushrooms, artichoke hearts, red onions, spinach and tomatoes",Vegetarian Pizza,Ragtime Cafe,35244,USD,25,40,Riverchase
330 2nd Ave S,Pizza Place,Minneapolis,US,us/mn/minneapolis/3302ndaves/-1414469224,44.97927787,-93.26649718,6.32,6.32,USD,"2016-03-30T04:05:19Z,2015-10-24T00:08:36Z","One slice of pizza, caesar salad, fountain pop",Pizza Combo,Andrea Pizza - Towle Building,55401,,0,0,MN
137 W,Fast Food Restaurants,Missoula,US,us/mt/missoula/137w/-1171575027,46.870286,-113.99645,10.5,10.5,USD,"2016-06-13T00:12:37Z,2016-04-01T06:29:23Z","Your choice of fajita chicken or smoked pulled pork with sweet and smoky BBQ sauce, red onions, cilantro, mozzarella and cheddar.",Bbq Pizza,Mackenzie River Pizza Co.,59802,USD,25,40,MT
137 W,Fast Food Restaurants,Missoula,US,us/mt/missoula/137w/-1171575027,46.870286,-113.99645,5.5,5.5,USD,"2016-06-13T00:12:37Z,2016-04-01T06:29:23Z",,Cheese Pizza,Mackenzie River Pizza Co.,59802,USD,25,40,MT
137 W,Fast Food Restaurants,Missoula,US,us/mt/missoula/137w/-1171575027,46.870286,-113.99645,5.5,5.5,USD,"2016-06-13T00:12:37Z,2016-04-01T06:29:23Z",,Pepperoni Pizza,Mackenzie River Pizza Co.,59802,USD,25,40,MT
5988 Osgood Ave N,Pizza Place,Stillwater,US,us/oakparkhts/stillwater/5988osgoodaven/1921210585,45.03519,-92.80751,8.99,8.99,USD,2015-11-07T11:56:16Z,A Cheese Pizza (no toppings) .,Cheese Pizza,Carbone's Pizzeria,55082,,0,0,Oak Park Hts
5988 Osgood Ave N,Pizza Place,Stillwater,US,us/oakparkhts/stillwater/5988osgoodaven/1921210585,45.03519,-92.80751,12.49,12.49,USD,2015-11-07T11:56:16Z,,Hawaiian Pizza,Carbone's Pizzeria,55082,,0,0,Oak Park Hts
5988 Osgood Ave N,Pizza Place,Stillwater,US,us/oakparkhts/stillwater/5988osgoodaven/1921210585,45.03519,-92.80751,8.75,8.75,USD,2015-11-07T11:56:16Z,A light and crispy crust brushed with garlic butter and mozzarella cheese. Served with a side of our sauce.,Pizza Fries,Carbone's Pizzeria,55082,,0,0,Oak Park Hts
5988 Osgood Ave N,Pizza Place,Stillwater,US,us/oakparkhts/stillwater/5988osgoodaven/1921210585,45.03519,-92.80751,7.75,7.75,USD,2015-11-07T11:56:16Z,"The Calzone is made with our homemade crust, Carbones pizza sauce, 1 topping of your choice and covered with shredded mozzarella cheese.",Pizza Sandwich,Carbone's Pizzeria,55082,,0,0,Oak Park Hts
5988 Osgood Ave N,Pizza Place,Stillwater,US,us/oakparkhts/stillwater/5988osgoodaven/1921210585,45.03519,-92.80751,16.49,16.49,USD,2015-11-07T11:56:16Z,,Veggie Pizza,Carbone's Pizzeria,55082,,0,0,Oak Park Hts
10000 S E Main St,Doctor's Office,Portland,US,us/or/portland/10000semainst/1449821579,45.51339563,-122.5594418,5,5,USD,2015-10-24T00:22:17Z,,Cheese Pizza,Portland Adventist Medical Pavilion,97216,USD,0,25,OR
10000 S E Main St,Doctor's Office,Portland,US,us/or/portland/10000semainst/1449821579,45.51339563,-122.5594418,6,6,USD,2015-10-24T00:22:17Z,,Livingwell Pizza,Portland Adventist Medical Pavilion,97216,USD,0,25,OR
10000 S E Main St,Doctor's Office,Portland,US,us/or/portland/10000semainst/1449821579,45.51339563,-122.5594418,6,6,USD,2015-10-24T00:22:17Z,,Portobello Pizza,Portland Adventist Medical Pavilion,97216,USD,0,25,OR
117 Broad St,Pizza Place,Staten Island,US,us/ny/statenisland/117broadst/286685935,40.624927,-74.079217,16,16,USD,2016-03-28T05:50:25Z,,Buffalo Chicken Pizza,Romeo S Pizza,10304,,0,0,NY
117 Broad St,Pizza Place,Staten Island,US,us/ny/statenisland/117broadst/286685935,40.624927,-74.079217,17,17,USD,2016-03-28T05:50:25Z,,Cheesesteak Pizza,Romeo S Pizza,10304,,0,0,NY
117 Broad St,Pizza Place,Staten Island,US,us/ny/statenisland/117broadst/286685935,40.624927,-74.079217,15,15,USD,2016-03-28T05:50:25Z,,Hawaiian Pizza,Romeo S Pizza,10304,,0,0,NY
117 Broad St,Pizza Place,Staten Island,US,us/ny/statenisland/117broadst/286685935,40.624927,-74.079217,17,17,USD,2016-03-28T05:50:25Z,"With Spinach, Broccoli, Peppers, Onions, and Mushrooms",Veggie Pizza,Romeo S Pizza,10304,,0,0,NY
117 Broad St,Pizza Place,Staten Island,US,us/ny/statenisland/117broadst/286685935,40.624927,-74.079217,15,15,USD,2016-03-28T05:50:25Z,With Broccoli,White Pizza,Romeo S Pizza,10304,,0,0,NY
400 W Mondamin St,Restaurants,Minooka,US,us/il/minooka/400wmondaminst/-1658150845,41.455179,-88.265847,1.99,1.99,USD,"2017-01-17T18:16:36Z,2016-04-05T03:03:08Z",,Breakfast Pizza Slice,Casey's General Store,60447,,0,0,IL
400 W Mondamin St,Restaurants,Minooka,US,us/il/minooka/400wmondaminst/-1658150845,41.455179,-88.265847,11.59,11.59,USD,"2017-01-17T18:16:36Z,2016-04-05T03:03:08Z",,Cheese Pizza,Casey's General Store,60447,,0,0,IL
400 W Mondamin St,Restaurants,Minooka,US,us/il/minooka/400wmondaminst/-1658150845,41.455179,-88.265847,2.99,2.99,USD,"2017-01-17T18:16:36Z,2016-04-05T03:03:08Z",,Mini Pizza Bites,Casey's General Store,60447,,0,0,IL
400 W Mondamin St,Restaurants,Minooka,US,us/il/minooka/400wmondaminst/-1658150845,41.455179,-88.265847,1.99,1.99,USD,"2017-01-17T18:16:36Z,2016-04-05T03:03:08Z",,Pizza By The Slice,Casey's General Store,60447,,0,0,IL
400 W Mondamin St,Restaurants,Minooka,US,us/il/minooka/400wmondaminst/-1658150845,41.455179,-88.265847,11.99,11.99,USD,"2017-01-17T18:16:36Z,2016-04-05T03:03:08Z",,Specialty Pizza,Casey's General Store,60447,,0,0,IL
400 W Mondamin St,Restaurants,Minooka,US,us/il/minooka/400wmondaminst/-1658150845,41.455179,-88.265847,11.99,11.99,USD,"2017-01-17T18:16:36Z,2016-04-05T03:03:08Z","Sausage, bacon or vegetarian",Whole Breakfast Pizza,Casey's General Store,60447,,0,0,IL
2540 Anthem Village Dr,Italian Restaurant Anthem,Henderson,US,us/nv/henderson/2540anthemvillagedr/-264250892,35.979954,-115.098785,16,9,USD,2016-03-27T05:30:36Z,,Cheese Pizza,Giadas Italian Cucina,89052,USD,50,55,NV
2540 Anthem Village Dr,Italian Restaurant Anthem,Henderson,US,us/nv/henderson/2540anthemvillagedr/-264250892,35.979954,-115.098785,9,9,USD,2016-03-27T05:30:36Z,,Pizza,Giadas Italian Cucina,89052,USD,50,55,NV
Willow St,American Restaurant,Allentown,US,us/pa/allentown/willowst/1239935791,40.64680879,-75.54819975,5.25,5.25,USD,"2016-03-30T04:16:21Z,2016-10-11T05:21:27Z",,Mini Pizza,Morgans,18104,USD,50,55,PA
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,16.95,16.95,USD,2016-08-21T00:00:00Z,,Pizza Angelina,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,14.95,14.95,USD,2016-08-21T00:00:00Z,,Pizza Bianca,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,15.95,15.95,USD,2016-08-21T00:00:00Z,,Pizza Funghi,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,13.95,13.95,USD,2016-08-21T00:00:00Z,,Pizza Margherita,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,12.95,12.95,USD,2016-08-21T00:00:00Z,,Pizza Marinara,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,15.95,15.95,USD,2016-08-21T00:00:00Z,,Pizza Napoletana,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,16.95,16.95,USD,2016-08-21T00:00:00Z,,Pizza Occhio Di Bue,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,17.95,17.95,USD,2016-08-21T00:00:00Z,,Pizza Ortolana,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,15.95,15.95,USD,2016-08-21T00:00:00Z,,Pizza Polpettine,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,15.95,15.95,USD,2016-08-21T00:00:00Z,,Pizza Salame Piccante,Lil' Frankie's,10003,USD,0,30,Manhattan
19 First Ave,Restaurant,New York,US,us/manhattan/newyork/19firstave/763252628,40.723621,-73.988551,15.95,15.95,USD,2016-08-21T00:00:00Z,,Pizza Salsiccia,Lil' Frankie's,10003,USD,0,30,Manhattan
214 Main St,Coffee Shop,Reisterstown,US,us/md/reisterstown/214mainst/15228424,39.46376582,-76.82880102,4.5,4.5,USD,2016-05-09T18:59:20Z,,Pizza Bagel,Java Mammas,21136,USD,0,25,MD
201 Oglewood Ln,Pizza Place,Gatlinburg,US,us/tn/gatlinburg/201oglewoodln/-134824871,35.72038292,-83.4984109,12.99,12.99,USD,"2016-03-27T05:33:46Z,2016-06-08T16:17:38Z",,Cheese Pizza (red or White),Ogle's Brick Oven Pizza,37738,,0,0,TN
241 Main St,American Restaurants,East Greenwich,US,us/ri/eastgreenwich/241mainst/1651568462,41.660583,-71.449974,11.99,11.99,USD,2016-06-13T15:24:41Z,"Grilled chicken, crumbled gorgonzola,   sliced red onions, buffalo sauce, sliced   scallions and ranch dressing",Buffalo Pizza,Fat Belly's On Main,2818,,0,0,RI
241 Main St,American Restaurants,East Greenwich,US,us/ri/eastgreenwich/241mainst/1651568462,41.660583,-71.449974,4.99,4.99,USD,2016-06-13T15:24:41Z,,Cheese Grilled Pizza,Fat Belly's On Main,2818,,0,0,RI
241 Main St,American Restaurants,East Greenwich,US,us/ri/eastgreenwich/241mainst/1651568462,41.660583,-71.449974,11.99,11.99,USD,2016-06-13T15:24:41Z,"Pesto and marinara sauces with sweet   italian sausage, grilled chicken,   caramelized onions, diced tomatoes   and shredded cheeses.",Pesto Pizza,Fat Belly's On Main,2818,,0,0,RI
241 Main St,American Restaurants,East Greenwich,US,us/ri/eastgreenwich/241mainst/1651568462,41.660583,-71.449974,10.99,10.99,USD,2016-06-13T15:24:41Z,"Baby spinach, black olives, garlic and   pepperoni topped with feta and   mozzarella cheese.",Spinach Pie Pizza,Fat Belly's On Main,2818,,0,0,RI
241 Main St,American Restaurants,East Greenwich,US,us/ri/eastgreenwich/241mainst/1651568462,41.660583,-71.449974,11.99,11.99,USD,2016-06-13T15:24:41Z,"Pesto rubbed pizza with grilled chicken,   sliced red onions, chopped tomatoes,   feta cheese, mozzarella cheese and   drizzled with our house made   balsamic vinaigrette.",T. D. Pizza,Fat Belly's On Main,2818,,0,0,RI
241 Main St,American Restaurants,East Greenwich,US,us/ri/eastgreenwich/241mainst/1651568462,41.660583,-71.449974,9.99,9.99,USD,2016-06-13T15:24:41Z,"Roasted garlic mashed potato,   gorgonzola cheese, crumbled bacon,   topped with sliced green onions,   drizzled with garlic oi",Twice Baked Potato Pizza,Fat Belly's On Main,2818,,0,0,RI
11011 W Charleston Blvd,Restaurant,Las Vegas,US,us/nv/lasvegas/11011wcharlestonblvd/1529158239,36.156965,-115.333593,18,18,USD,"2016-08-16T00:00:00Z,2016-08-20T00:00:00Z","san marzano sauce, fior di latte, basil",Margherita Pizza,"Salute Trattoria Italiana ��� Red Rock Casino, Resort & Spa",89135,USD,31,50,NV
1700 Post Oak Blvd,Restaurant,Houston,US,us/tx/houston/1700postoakblvd/-1288549610,29.749606,-95.461548,8,8,USD,2016-04-24T00:00:00Z,,Mozzarella Organic Tomato Pizza,True Food Kitchen - Houston,77056,USD,0,30,TX
1 Worcester Rd,Restaurant,Framingham,US,us/framinghamso/framingham/1worcesterrd/-217095448,42.2990671,-71.39358,12.49,12.49,USD,2016-08-02T19:33:53Z,"Smoked pulled pork, crispy bacon, barbecue sauce, caramelized onions, smoked gouda",Smokehouse Pizza,John Harvard's Brewery and Ale House,1701,USD,0,30,Framingham So
